"CODICE";"CATEGORIA";"SOTTOCATEGORIA";"OPERAZIONE";"FREQ_DESCRIZIONE";"NORMATIVA";"COLONNA_C";"COLONNA_D";"QUANTITA";"NOTE"
"07";"Idrico";"V.le Jenner 44";"3 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"3";"REALE"
"08";"Idrico";"Via Livigno 3";"3 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"3";"REALE"
"09";"Idrico";"Via Calvairate 1";"3 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"3";"REALE"
"10";"Idrico";"Via Polesine 6";"3 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"3";"REALE"
"12";"Idrico";"POT Bollate";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"14";"Idrico";"viale Piceno 60";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"15";"Idrico";"via Clericetti 22";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"16";"Idrico";"via Don Bosco 14";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"17";"Idrico";"via Fantoli 7 
Poliamb.";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"18";"Idrico";"via Monte Palombino 4";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"19";"Idrico";"via Quarenghi 21";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"20";"Idrico";"via Aldini 72";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"21";"Idrico";"via Perini 22";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"22";"Idrico";"via Cilea 146A";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"23";"Idrico";"via R. Sanzio 9";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"24";"Idrico";"via Statuto 5";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"26";"Idrico";"via Padova 118";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"27";"Idrico";"L.go Volontari del Sangue 1";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"28";"Idrico";"C.so Plebisciti 4";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"29";"Idrico";"via Serlio 8";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"17";"Idrico";"via Fantoli 7
Consultorio";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"31";"Idrico";"viale Puglie 33";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"32";"Idrico";"via Natta 19";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"33";"Idrico";"via Oglio 18";"2 n.ro analisi effettuate annue x Prove della legionella della rete idrico-sanitaria";"Periodica";"Normativa vigente";"53.1";"D3.01.06/07";"2";"REALE"
"01";"Antincendio";"Via A. Doria 52";"4075 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"4075";"REALE"
"02";"Antincendio";"Via Don Orione 2";"2967 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"2967";"REALE"
"03";"Antincendio";"Via Farini 9";"5958 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"5958";"REALE"
"04";"Antincendio";"Via Rugabella 4/6";"4088 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"4088";"REALE"
"05";"Antincendio";"Via A. Sassi 4";"523 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"523";"REALE"
"06";"Antincendio";"Via Sassi 4 P.ssa Jolanda";"4650 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"4650";"REALE"
"07";"Antincendio";"V.le Jenner 44";"295 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"295";"REALE"
"08";"Antincendio";"Via Livigno 3";"446 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"446";"REALE"
"12";"Antincendio";"POT Bollate";"1831 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"1831";"REALE"
"15";"Antincendio";"via Clericetti 22";"564 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"564";"REALE"
"16";"Antincendio";"via Don Bosco 14";"311 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"311";"REALE"
"17";"Antincendio";"via Fantoli 7 
Poliamb.";"1154 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"1154";"REALE"
"18";"Antincendio";"via Monte Palombino 4";"9 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"9";"REALE"
"19";"Antincendio";"via Quarenghi 21";"641 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"641";"REALE"
"20";"Antincendio";"via Aldini 72";"5508 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"5508";"REALE"
"21";"Antincendio";"via Perini 22";"184 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"184";"REALE"
"22";"Antincendio";"via Cilea 146A";"405 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"405";"REALE"
"23";"Antincendio";"via R. Sanzio 9";"303 m2 superficie lorda servita x compartimentazioni, serrande tagliafuoco";"Periodica";"Normativa vigente";"61.1";"E1.03 - E1.06 - E3.04";"303";"REALE"
"01";"Antincendio";"Via A. Doria 52";"4055 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"4055";"REALE"
"02";"Antincendio";"Via Don Orione 2";"2882 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"2882";"REALE"
"03";"Antincendio";"Via Farini 9";"5580 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"5580";"REALE"
"04";"Antincendio";"Via Rugabella 4/6";"4068 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"4068";"REALE"
"05";"Antincendio";"Via A. Sassi 4";"520 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"520";"REALE"
"06";"Antincendio";"Via Sassi 4 P.ssa Jolanda";"4650 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"4650";"REALE"
"07";"Antincendio";"V.le Jenner 44";"295 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"295";"REALE"
"08";"Antincendio";"Via Livigno 3";"446 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"446";"REALE"
"09";"Antincendio";"Via Calvairate 1";"6 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"6";"REALE"
"10";"Antincendio";"Via Polesine 6";"82 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"82";"REALE"
"12";"Antincendio";"POT Bollate";"1831 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"1831";"REALE"
"15";"Antincendio";"via Clericetti 22";"564 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"564";"REALE"
"16";"Antincendio";"via Don Bosco 14";"311 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"311";"REALE"
"17";"Antincendio";"via Fantoli 7 
Poliamb.";"1154 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"1154";"REALE"
"18";"Antincendio";"via Monte Palombino 4";"9 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"9";"REALE"
"19";"Antincendio";"via Quarenghi 21";"641 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"641";"REALE"
"20";"Antincendio";"via Aldini 72";"5508 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"5508";"REALE"
"21";"Antincendio";"via Perini 22";"184 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"184";"REALE"
"22";"Antincendio";"via Cilea 146A";"405 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"405";"REALE"
"23";"Antincendio";"via R. Sanzio 9";"303 m2 superficie lorda servita x impianti rivelazione e segnalazione incendi";"Periodica";"Normativa vigente";"64.1";"E2.01 - E2.04 - E2.05";"303";"REALE"
"01";"Antincendio";"Via A. Doria 52";"74 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"74";"REALE"
"02";"Antincendio";"Via Don Orione 2";"1 3 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"1 3";"REALE"
"03";"Antincendio";"Via Farini 9";"99 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"99";"REALE"
"04";"Antincendio";"Via Rugabella 4/6";"1470 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"1470";"REALE"
"05";"Antincendio";"Via A. Sassi 4";"158 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"158";"REALE"
"06";"Antincendio";"Via Sassi 4 P.ssa Jolanda";"4650 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"4650";"REALE"
"07";"Antincendio";"V.le Jenner 44";"295 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"295";"REALE"
"08";"Antincendio";"Via Livigno 3";"446 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"446";"REALE"
"09";"Antincendio";"Via Calvairate 1";"6 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"6";"REALE"
"10";"Antincendio";"Via Polesine 6";"82 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"82";"REALE"
"12";"Antincendio";"POT Bollate";"1831 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"1831";"REALE"
"15";"Antincendio";"via Clericetti 22";"564 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"564";"REALE"
"16";"Antincendio";"via Don Bosco 14";"311 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"311";"REALE"
"17";"Antincendio";"via Fantoli 7 
Poliamb.";"1154 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"1154";"REALE"
"18";"Antincendio";"via Monte Palombino 4";"9 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"9";"REALE"
"19";"Antincendio";"via Quarenghi 21";"641 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"641";"REALE"
"20";"Antincendio";"via Aldini 72";"5508 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"5508";"REALE"
"21";"Antincendio";"via Perini 22";"184 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"184";"REALE"
"22";"Antincendio";"via Cilea 146A";"405 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"405";"REALE"
"23";"Antincendio";"via R. Sanzio 9";"303 m2 superficie lorda x illuminazione di emergenza, segnaletica antincendio e vie di esodo";"Periodica";"Normativa vigente";"62.1";"E1.04 - E1.05 - E2.02";"303";"REALE"
"01";"Antincendio";"Via A. Doria 52";"49 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"49";"REALE"
"02";"Antincendio";"Via Don Orione 2";"36 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"36";"REALE"
"03";"Antincendio";"Via Farini 9";"43 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"43";"REALE"
"04";"Antincendio";"Via Rugabella 4/6";"67 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"67";"REALE"
"05";"Antincendio";"Via A. Sassi 4";"5 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"5";"REALE"
"06";"Antincendio";"Via Sassi 4 P.ssa Jolanda";"31 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"31";"REALE"
"08";"Antincendio";"Via Livigno 3";"5 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"5";"REALE"
"09";"Antincendio";"Via Calvairate 1";"4 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"4";"REALE"
"10";"Antincendio";"Via Polesine 6";"1 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"1";"REALE"
"11b";"Antincendio";"Via Adriano 99 e  7";"6 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"6";"REALE"
"12";"Antincendio";"POT Bollate";"24 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"24";"REALE"
"16";"Antincendio";"via Don Bosco 14";"6 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"6";"REALE"
"17";"Antincendio";"via Fantoli 7 
Poliamb.";"8 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"8";"REALE"
"18";"Antincendio";"via Monte Palombino 4";"2 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"2";"REALE"
"19";"Antincendio";"via Quarenghi 21";"6 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"6";"REALE"
"21";"Antincendio";"via Perini 22";"4 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"4";"REALE"
"22";"Antincendio";"via Cilea 146A";"6 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"6";"REALE"
"23";"Antincendio";"via R. Sanzio 9";"1 n.ro estintori x Estintori";"Periodica";"Normativa vigente";"60.1";"E1.02";"1";"REALE"
"04";"Antincendio";"Via Rugabella 4/6";"1 n.ro centrali x Centrale di pressurizzazione";"Periodica";"Normativa vigente";"66.1";"E3.01 - E3.08";"1";"REALE"
"06";"Antincendio";"Via Sassi 4 P.ssa Jolanda";"1 n.ro centrali x Centrale di pressurizzazione";"Periodica";"Normativa vigente";"66.1";"E3.01 - E3.08";"1";"REALE"
"01";"Antincendio";"Via A. Doria 52";"19 n.ro idranti o naspi x Rete idrica e terminali";"Periodica";"Normativa vigente";"67.1";"E3.02 - E3.08";"19";"REALE"
"02";"Antincendio";"Via Don Orione 2";"21 n.ro idranti o naspi x Rete idrica e terminali";"Periodica";"Normativa vigente";"67.1";"E3.02 - E3.08";"21";"REALE"
"03";"Antincendio";"Via Farini 9";"12 n.ro idranti o naspi x Rete idrica e terminali";"Periodica";"Normativa vigente";"67.1";"E3.02 - E3.08";"12";"REALE"
"04";"Antincendio";"Via Rugabella 4/6";"16 n.ro idranti o naspi x Rete idrica e terminali";"Periodica";"Normativa vigente";"67.1";"E3.02 - E3.08";"16";"REALE"
"06";"Antincendio";"Via Sassi 4 P.ssa Jolanda";"21 n.ro idranti o naspi x Rete idrica e terminali";"Periodica";"Normativa vigente";"67.1";"E3.02 - E3.08";"21";"REALE"
"08";"Antincendio";"Via Livigno 3";"2 n.ro idranti o naspi x Rete idrica e terminali";"Periodica";"Normativa vigente";"67.1";"E3.02 - E3.08";"2";"REALE"
"23";"Antincendio";"via R. Sanzio 9";"1 n.ro idranti o naspi x Rete idrica e terminali";"Periodica";"Normativa vigente";"67.1";"E3.02 - E3.08";"1";"REALE"
"01";"Elevatori";"Via A. Doria 52";"1 n.ro elevatori x Elevatori 1-5 piani (fino a 6 fermate)";"Periodica";"Normativa vigente";"72.1";"F1.01";"1";"REALE"
"02";"Elevatori";"Via Don Orione 2";"2 n.ro elevatori x Elevatori 1-5 piani (fino a 6 fermate)";"Periodica";"Normativa vigente";"72.1";"F1.01";"2";"REALE"
"03";"Elevatori";"Via Farini 9";"3 n.ro elevatori x Elevatori 1-5 piani (fino a 6 fermate)";"Periodica";"Normativa vigente";"72.1";"F1.01";"3";"REALE"
"05";"Elevatori";"Via A. Sassi 4";"2 n.ro elevatori x Elevatori 1-5 piani (fino a 6 fermate)";"Periodica";"Normativa vigente";"72.1";"F1.01";"2";"REALE"
"01";"Elevatori";"Via A. Doria 52";"3 n.ro elevatori x Elevatori 6-  piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"3";"REALE"
"03";"Elevatori";"Via Farini 9";"1 n.ro elevatori x Elevatori 6-  piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"1";"REALE"
"04";"Elevatori";"Via Rugabella 4/6";"2 n.ro elevatori x Elevatori 6-  piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"2";"REALE"
"06";"Elevatori";"Via Sassi 4 P.ssa Jolanda";"3 n.ro elevatori x Elevatori 6-  piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"3";"REALE"
"02";"Elevatori";"Via Don Orione 2";"1 n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"1";"REALE"
"01";"Edile";"Via A. Doria 52";"1 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"1";"REALE"
"02";"Edile";"Via Don Orione 2";"1 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"1";"REALE"
"04";"Edile";"Via Rugabella 4/6";"2 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"2";"REALE"
"06";"Edile";"Via Sassi 4 P.ssa Jolanda";"2 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"2";"REALE"
"08";"Edile";"Via Livigno 3";"1 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"1";"REALE"
"01";"Edile";"Via A. Doria 52";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"03";"Edile";"Via Farini 9";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"04";"Edile";"Via Rugabella 4/6";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"05";"Edile";"Via A. Sassi 4";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"06";"Edile";"Via Sassi 4 P.ssa Jolanda";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"07";"Edile";"V.le Jenner 44";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
